title,abstract,doi,label
Invasibes: Understanding And Managing The Impacts Of Invasive Alien Species On Biodiversity And Ecosystem Services,"Invasive alien species (ias) are amongst the most significant drivers of species extinction and ecosystem degradation, causing negative impacts on ecosystem services and human well-being. invasibes, a project funded by biodiversa-belmont forum for 2019-2021, will use data and models across scales, habitats and species to understand and anticipate the multi-faceted impacts of ias and to provide tools for their management. using alien species narratives as reference, we will design future intervention scenarios focused on prevention, control and eradication of ias in europe and the united states, through a participatory process bringing together the expertise of scientists and stakeholders. we will also adapt current impact assessment protocols to assess both the detrimental and beneficial impacts of ias on biodiversity and ecosystem services. this information will then be combined with maps of the potential distribution of invasive species of interest in europe under current and future climate-change scenarios. likewise, we will anticipate areas under risk of invasion by range-shifting plants of concern in the us. finally, focusing on three local-scale studies that cover a range of habitats (freshwater, terrestrial and marine), invasive species (plants and animals) and ecosystem services (supporting, provisioning, regulating and cultural), we will use empirical field data to quantify the real-world impacts of ias on biodiversity and ecosystem services and calculate indicators of ecosystem recovery after the invader is removed. spatial planning tools (invest) will be used to evaluate the costs and benefits of species-specific intervention scenarios at the regional scale. data, models and maps, developed throughout the project, will serve to build scenarios and models of biodiversity and ecosystem services that are relevant to underpin management of ias at multiple scales.",10.3897/neobiota.50.35466,1.0
Towards 'Ecological Coherence': Assessing Larval Dispersal Within A Network Of Existing Marine Protected Areas,"The convention on biological diversity mandates the establishment of marine protected area (mpa) networks worldwide, with recommendations stating the importance of 'ecological coherence,' a responsibility to support and perpetuate the existing ecosystem, implying the need to sustain population connectivity. while recommendations exist for integrating connectivity data into mpa planning, little advice exists on how to assess the connectivity of existing networks. this study makes use of recently observed larval characteristics and freely available models to demonstrate how such an assessment could be undertaken. the cold water coral (cwc) lophelia pertusa (linnaeus, 1758) is used as a model species, as much of the ne atlantic mpa network has been designated for cwc reef protection, but the ecological coherence of the network has yet to be assessed. simulations are run for different behavioural null models allowing a comparison of 'passive' (current driven) and 'active' (currents + vertical migration) dispersal, while an average prediction is used for mpa assessment. this model suggests that the network may support widespread larval exchange and has good local retention rates but still has room for improvement. the best performing mpas were large and central to the network facilitating transport across local dispersal barriers. on average, passive and active dispersal simulations gave statistically similar results, providing encouragement to future local dispersal assessments where active characteristics are unknown.",10.1016/j.dsr.2017.06.004,1.0
Triple Bottom Line Assessment For The Historically Underperforming Colombian Queen Conch Fishery,"The rebuilding of a collapsed fishery is a daunting management challenge as multi-faceted evaluations are required to assess the current and potential performance of the fishery system. single-dimension analyses such as stock abundance assessments are only partially effective in determining the best course of action in this type of scenarios. this study relied on the fishery performance indicators (fpis) - a rapid assessment tool for measuring economic, social and ecological outcomes from fishery management systems - to analyze performance and rebuilding challenges for the colombian queen conch (aliger gigas) fishery. the ecological and economic indicators clearly revealed an underperforming fishery, even when compared to other fisheries from developing countries. however, higher scores were achieved in the community (social) indicators, reflecting the socioeconomic and cultural importance of the fishery even when operating at a subsistence level. in addition to ecological considerations, managerial and economic factors play an important role in the rebuilding of the resource. bioeconomic modeling of the fishery is strongly recommended to contribute useful economic advice to the policy-making process, which has been traditionally guided by biological considerations such as maximization of sustainable yield.",10.1016/j.marpol.2020.104257,0.0
Accounting For Spatial Scale And Temporal Variation In Fish-Habitat Analyses Using Baited Remote Underwater Video Stations (Bruvs),"With the implementation of marine spatial planning in many coastal regions of the world, there is a need to understand how marine species and communities respond to environmental heterogeneity. predictive modelling approaches are one efficient method for associating marine communities with variations across the seascape. these approaches, along with increasing access to spatially explicit environmental data, provide improved opportunities for modelling fish assemblages. baited remote underwater video stations (bruvs) are a popular means of gathering fish assemblage data in the coastal zone, but have biases in bait attraction, trophic groups sampled, and behavioral conditions. to account for these biases, spatial and temporal scales of analyses must be considered. in this study, we combined time-series bruvs observations with seafloor and oceanographic variables in generalized additive models to model patterns of relative species richness and abundance in temperate coastal fish assemblages across multiple habitat types, functional trophic groups, and spatial scales from 5-500 m. we show that the spatial and temporal scale of analyses and behavioral characteristics of target species (such as mobility) are important considerations when predicting the spatial distribution of a particular assemblage or functional subset. the resulting models performed well, with prediction accuracies up to 79% while explaining between 24 and 83 % of variance. these models were then used to extrapolate assemblage characteristics over broader areas of the seafloor to expand our understanding of fish distributions, providing valuable insights for marine spatial planning, including marine protected area assessment.",10.3354/meps13292,1.0
Climate Change Alterations To Ecosystem Dominance: How Might Sponge-Dominated Reefs Function?,"Anthropogenic stressors are impacting ecological systems across the world. of particular concern are the recent rapid changes occurring in coral reef systems. with ongoing degradation from both local and global stressors, future reefs are likely to function differently from current coral-dominated ecosystems. determining key attributes of future reef states is critical to reliably predict outcomes for ecosystem service provision. here we explore the impacts of changing sponge dominance on coral reefs. qualitative modelling of reef futures suggests that changing sponge dominance due to increased sponge abundance will have different outcomes for other trophic levels compared with increased sponge dominance as a result of declining coral abundance. by exploring uncertainty in the model outcomes we identify the need to (1) quantify changes in carbon flow through sponges, (2) determine the importance of food limitation for sponges, (3) assess the ubiquity of the recently described sponge loop, (4) determine the competitive relationships between sponges and other benthic taxa, particularly algae, and (5) understand how changing dominance of other organisms alters trophic pathways and energy flows through ecosystems. addressing these knowledge gaps will facilitate development of more complex models that assess functional attributes of sponge-dominated reef ecosystems.",10.1002/ecy.2446,0.0
Predicting Bycatch Hotspots Based On Suitable Habitat Derived From Fishery-Independent Data,"Bycatch remains a global problem in managing sustainable fisheries. a critical aspect of management is understanding the timing and spatial extent of bycatch. fisheries management often relies on observed bycatch data, which are not always available due to a lack of reporting or observer coverage. alternatively, analyzing the overlap in suitable habitat for the target and non-target species can provide a spatial management tool to understand where bycatch interactions are likely to occur. potential bycatch hotspots based on suitable habitat were predicted for cusk brosme brosme incidentally caught in the gulf of maine american lobster homarus americanus fishery. data from multiple fisheries-independent surveys were combined in a delta-generalized linear mixed model to generate spatially explicit density estimates for use in an independent habitat suitability index. the habitat suitability indices for american lobster and cusk were then compared to predict potential bycatch hotspot locations. suitable habitat for american lobster has increased between 1980 and 2013 while suitable habitat for cusk decreased throughout most of the guff of maine, except for georges basin and the great south channel. the proportion of overlap in suitable habitat varied interannually but decreased slightly in the spring and remained relatively stable in the fall over the time series. as gulf of maine temperatures continue to increase, the interactions between american lobster and cusk are predicted to decline as cusk habitat continues to constrict. this framework can contribute to fisheries managers' understanding of changes in habitat overlap as climate conditions continue to change and alter where bycatch interactions could occur.",10.3354/meps13302,1.0
The Impacts Of Fish Body Size Changes On Stock Recovery: A Case Study Using An Australian Marine Ecosystem Model,"Many fished stocks show long-term reductions in adult body size. such changes could lead to new feeding interactions and alter stock productivity, introducing new levels of uncertainty in fisheries management. we use a marine ecosystem model parameterized for southeast australia to explore how reductions (up to 6% in 50 years) in size-at-age of fished species affect stock recovery after an implementation of a fishing moratorium. we show that reduction in body size can greatly elevate predation mortality and lower the post-fishing biomass of affected species. in our simulations, the recovery period after the fishing moratorium was characterized by two phases. in the initial readjustment phase, the ecosystem dynamics was largely determined by the rapid changes in the biomasses of recovering species and changes in body size had negligible effects. in contrast, fish body sizes had the major impact on the biomasses in the second, semi-equilibrium state and the final biomasses were generally not affected by the harvest rate during the fishing period. when reduced size-at-age elevated predation mortality in most age groups of a species (tiger flathead platycephalus richardsoni or silver warehou seriolella punctata in our simulations), the species' equilibrium biomass was considerably lower compared with the scenarios of no change in body size. for other species (pink ling genypterus blacodes and jackass morwong nemadactylus macropterus), a predation increase in some age groups was balanced by the decrease in others. the latter reduction in predation mortality occurred when major predators of species with reducing size-at-age were decreasing in size themselves, or when cannibalism was an important source of juvenile mortality (in blue grenadier macruronus novaezelandiae). we suggest that decreased size-at-age will be most detrimental to stock recovery when the main predators of the stock are not affected by the drivers causing changes in body size.",10.1093/icesjms/fsu185,1.0
"Assessing Ecosystem Threats From Global And Regional Change: Hierarchical Modeling Of Risk To Sagebrush Ecosystems From Climate Change, Land Use And Invasive Species In Nevada, Usa","Global change poses significant challenges for ecosystem conservation. at regional scales, climate change may lead to extensive shifts in species distributions and widespread extirpations or extinctions. at landscape scales, land use and invasive species disrupt ecosystem function and reduce species richness. however, a lack of spatially explicit models of risk to ecosystems makes it difficult for science to inform conservation planning and land management. here, i model risk to sagebrush (artemisia spp.) ecosystems in the state of nevada, usa from climate change, land use/land cover change, and species invasion. risk from climate change is based on an ensemble of 10 atmosphere-ocean general circulation model (aogcm) projections applied to two bioclimatic envelope models (mahalanobis distance and maxent). risk from land use is based on the distribution of roads, agriculture, and powerlines, and on the spatial relationships between land use and probability of cheatgrass bromus tectorum invasion in nevada. risk from land cover change is based on probability and extent of pinyon-juniper (pinus monophylla; juniperus spp.) woodland expansion. climate change is most likely to negatively impact sagebrush ecosystems at the edges of its current range, particularly in southern nevada, southern utah, and eastern washington. risk from land use and woodland expansion is pervasive throughout nevada, while cheatgrass invasion is most problematic in the northern part of the state. cumulatively, these changes pose major challenges for conservation of sagebrush and sagebrush obligate species. this type of comprehensive assessment of ecosystem risk provides managers with spatially explicit tools important for conservation planning.",10.1111/j.1600-0587.2009.05684.x,0.0
Using Shortened Spin-Ups To Speed Up Ocean Biogeochemical Model Optimization,"The performance of global ocean biogeochemical models can be quantified as the misfit between modeled tracer distributions and observations, which is sought to be minimized during parameter optimization. these models are computationally expensive due to the long spin-up time required to reach equilibrium, and therefore optimization is often laborious. to reduce the required computational time, we investigate whether optimization of a biogeochemical model with shorter spin-ups provides the same optimized parameters as one with a full-length, equilibrated spin-up over several millennia. we use the global ocean biogeochemical model mops with a range of lengths of model spin-up and calibrate the model against synthetic observations derived from previous model runs using a derivative-free optimization algorithm (dfo-ls). when initiating the biogeochemical model with tracer distributions that differ from the synthetic observations used for calibration, a minimum spin-up length of 2,000 years was required for successful optimization due to certain parameters which influence the transport of matter from the surface to the deeper ocean, where timescales are longer. however, preliminary results indicate that successful optimization may occur with an even shorter spin-up by a judicious choice of initial condition, here the synthetic observations used for calibration, suggesting a fruitful avenue for future research. global ocean biogeochemical models allow us to simulate ocean biological and chemical variables throughout the global ocean, and are necessary for climate change projections. they are very computationally expensive due to the required spin-up needed for the model to reach a steady state, and so any improvements to the model need to be sought in an efficient way. one way we investigate here is to first make the model less computationally expensive by using a shorter spin-up, and then we apply an efficient optimization algorithm to tune the model to observations. by shortening the spin-up from 3,000 to 2,000 years we show that we can still reach a successfully optimized model. preliminary results indicate that successful optimization may occur with an even shorter spin-up when the biogeochemical model is initialized from a more accurate state, which highlights a future avenue for research that may encourage more systematic tuning of computationally expensive ocean biogeochemical models. global ocean biogeochemical models are computationally expensive due to the long spin-up time required to reach equilibrium a shortened spin up of 2,000 years during parameter optimization can be successfully optimized how short a spin-up one can successfully optimize is influenced by the parameters being calibrated and the initial conditions of the model",10.1029/2023MS003941,0.0
Proximity To Seabird Colonies And Water Availability Shape Moss Distributions In Antarctica,"UNDERSTANDING SPECIES DISTRIBUTIONS ACROSS ANTARCTICA IS CRUCIAL FOR BIODIVERSITY CONSERVATION UNDER CLIMATE CHANGE, BUT CONTINENTAL-SCALE ANALYSES OF KEY TERRESTRIAL SPECIES REMAIN SCARCE. HERE, WE MODELLED DISTRIBUTIONS OF 28 MOSS SPECIES ACROSS ANTARCTICA USING LOG-GAUSSIAN COX PROCESS MODELS AND ENVIRONMENTAL COVARIATES INCLUDING TOPOGRAPHIC WETNESS INDEX, DISTANCE TO SEABIRD COLONIES, AND TEMPERATURE. BROAD-SCALE DISTRIBUTIONS WERE PRIMARILY DRIVEN BY PROXIMITY TO SEABIRD COLONIES, WHILE SPECIES EXHIBITED DISTINCT RESPONSES TO WATER AVAILABILITY AND TEMPERATURE. SPECIES EXCLUSIVE TO MARITIME ANTARCTICA SHOWED NEGATIVE RELATIONSHIPS WITH A TOPOGRAPHIC WETNESS INDEX, WHEREAS CONTINENT-WIDE SPECIES RESPONDED POSITIVELY TO WATER ACCUMULATION POTENTIAL, REFLECTING REGIONAL DIFFERENCES IN WATER AVAILABILITY AND HABITAT PREFERENCES. BIAS-CORRECTED PREDICTIONS REVEALED HIGHEST MOSS DIVERSITY IN COASTAL REGIONS, WITH INLAND AREAS SUPPORTING ECOLOGICALLY DISTINCT ASSEMBLAGES. OUR BAYESIAN MODELLING APPROACH PROVIDES A FOUNDATION FOR FORECASTING BIODIVERSITY RESPONSES TO ENVIRONMENTAL CHANGE IN DATA-POOR SYSTEMS, OFFERING CRITICAL INSIGHTS FOR EVIDENCE-BASED CONSERVATION PLANNING UNDER INCREASING ANTHROPOGENIC PRESSURES.",10.1002/ecog.08166,0.0
Quantifying Earth System Interactions For Sustainable Food Production Via Expert Elicitation,"SEVERAL SAFE BOUNDARIES OF CRITICAL EARTH SYSTEM PROCESSES HAVE ALREADY BEEN CROSSED DUE TO HUMAN PERTURBATIONS; NOT ACCOUNTING FOR THEIR INTERACTIONS MAY FURTHER NARROW THE SAFE OPERATING SPACE FOR HUMANITY. USING EXPERT KNOWLEDGE ELICITATION, WE EXPLORED INTERACTIONS AMONG SEVEN VARIABLES REPRESENTING EARTH SYSTEM PROCESSES RELEVANT TO FOOD PRODUCTION, IDENTIFYING MANY INTERACTIONS LITTLE EXPLORED IN EARTH SYSTEM LITERATURE. WE FOUND THAT GREEN WATER AND LAND SYSTEM CHANGE AFFECT OTHER EARTH SYSTEM PROCESSES STRONGLY, WHILE LAND, FRESHWATER AND OCEAN COMPONENTS OF BIOSPHERE INTEGRITY ARE THE MOST IMPACTED BY OTHER EARTH SYSTEM PROCESSES, MOST NOTABLY BLUE WATER AND BIOGEOCHEMICAL FLOWS. WE ALSO MAPPED A COMPLEX NETWORK OF MECHANISMS MEDIATING THESE INTERACTIONS AND CREATED A FUTURE RESEARCH PRIORITIZATION SCHEME BASED ON INTERACTION STRENGTHS AND EXISTING KNOWLEDGE GAPS. OUR STUDY IMPROVES THE UNDERSTANDING OF EARTH SYSTEM INTERACTIONS, WITH SUSTAINABILITY IMPLICATIONS INCLUDING IMPROVED EARTH SYSTEM MODELLING AND MORE EXPLICIT BIOPHYSICAL LIMITS FOR FUTURE FOOD PRODUCTION. DETERMINING THE SAFE OPERATING SPACE FOR SUSTAINABLE FOOD PRODUCTION DEPENDS ON THE INTERACTIONS OF MULTIPLE PROCESSES WITHIN THE EARTH SYSTEM. EXPERT KNOWLEDGE PROVIDES CRITICAL INSIGHT INTO HOW THESE PROCESSES INTERACT THAT IMPROVES EARTH SYSTEM MODELLING AND OUR UNDERSTANDING OF THE LIMITS OF GLOBAL FOOD PRODUCTION.",10.1038/s41893-022-00940-6,0.0
"Performance Of Deep-sea Habitat Suitability Models Assessed Using Independent Data, And Implications For Use In Area-based Management","MARINE SPATIAL MANAGEMENT REQUIRES ACCURATE DATA ON SPECIES AND HABITAT DISTRIBUTIONS. FOR THE DEEP SEA, THESE DATA ARE LACKING. HABITAT SUITABILITY MODELLING OFFERS A ROBUST DEFENSIBLE MEANS TO FILL DATA GAPS, PROVIDED MODELS ARE SUFFICIENTLY RELIABLE. WE TESTED THE PERFORMANCE OF PUBLISHED MODELS OF 2 DEEP-SEA HABITAT-FORMING TAXA AT LOW AND HIGH RESOLUTIONS (SIMILAR TO 1 KM AND 200 M GRID-CELL SIZE), ACROSS THE EXTENDED EXCLUSIVE ECONOMIC ZONES OF THE UK AND IRELAND. WE CONSTRUCTED NEW DATA-RICH MODELS AND COMPARED NEW AND OLD ESTIMATES OF THE AREA OF HABITAT PROTECTED, NOTING CHANGES IN THE PROTECTED AREA NETWORK SINCE 2015. RESULTS OF INDEPENDENT VALIDATION SUGGEST THAT ALL PUBLISHED MODELS PERFORM WORSE THAN EXPECTED CONSIDERING ORIGINAL CROSS-VALIDATION RESULTS, BUT MODEL PERFORMANCE IS STILL GOOD OR FAIR FOR DESMOPHYLLUM PERTUSUM REEF, WITH POORER PERFORMANCE FOR PHERONEMA CARPENTERI SPONGE MODELS. HIGH-RESOLUTION MODELS USING MULTIBEAM DATA OUT-PERFORM LOW-RESOLUTION GEBCO-BASED MODELS. NEWLY CONSTRUCTED MODELS ARE GOOD TO EXCELLENT ACCORDING TO CROSS VALIDATION. NEW MODEL SPATIAL PREDICTIONS REFLECT PUBLISHED MODELS, BUT WITH A SIGNIFICANT REDUCTION IN PREDICTED EXTENT. THE CURRENT MARINE PROTECTED AREA NETWORK AND THE EUROPEAN UNION BAN ON BOTTOM TRAWLING BELOW 800 M PROTECT 40 AND 60% OF D. PERTUSUM REEF-SUITABLE HABITAT, RESPECTIVELY, AND 11 AND 100% OF P. CARPENTERI-SUITABLE HABITAT, RESPECTIVELY, WITHIN THE MODEL DOMAIN. WE CONCLUDE THAT HIGH-RESOLUTION MODELS OF D. PERTUSUM REEF DISTRIBUTION ARE A USEFUL TOOL IN SPATIAL MANAGEMENT. THE POORER PERFORMING P. CARPENTERI MODEL INDICATES AREAS FOR MORE DETAILED STUDY. WHILE LOW-RESOLUTION MODELS CAN PROVIDE CONSERVATIVE ESTIMATES OF PERCENTAGE AREA-BASED CONSERVATION TARGETS FOLLOWING THE PRECAUTIONARY PRINCIPLE, HIGH-RESOLUTION SEA-FLOOR MAPPING SUPPORTS THE DEVELOPMENT OF BETTER-PERFORMING MODELS.",10.3354/meps14098,1.0
Moving Toward A Strategy For Addressing Climate Displacement Of Marine Resources: A Proof-of-concept,"REALISTIC PREDICTIONS OF CLIMATE CHANGE EFFECTS ON NATURAL RESOURCES ARE CENTRAL TO ADAPTATION POLICIES THAT TRY TO REDUCE THESE IMPACTS. HOWEVER, MOST CURRENT FORECASTING APPROACHES DO NOT INCORPORATE SPECIES-SPECIFIC, PROCESS-BASED BIOLOGICAL INFORMATION, WHICH LIMITS THEIR ABILITY TO INFORM ACTIONABLE STRATEGIES. MECHANISTIC APPROACHES, INCORPORATING QUANTITATIVE INFORMATION ON FUNCTIONAL TRAITS, CAN POTENTIALLY PREDICT SPECIES- AND POPULATION-SPECIFIC RESPONSES THAT RESULT FROM THE CUMULATIVE IMPACTS OF SMALL-SCALE PROCESSES ACTING AT THE ORGANISMAL LEVEL, AND CAN BE USED TO INFER POPULATION-LEVEL DYNAMICS AND INFORM NATURAL RESOURCES MANAGEMENT. HERE WE PRESENT A PROOF-OF-CONCEPT STUDY USING THE EUROPEAN ANCHOVY AS A MODEL SPECIES THAT SHOWS HOW A TRAIT-BASED, MECHANISTIC SPECIES DISTRIBUTION MODEL CAN BE USED TO EXPLORE THE VULNERABILITY OF MARINE SPECIES TO ENVIRONMENTAL CHANGES, PRODUCING QUANTITATIVE OUTPUTS USEFUL FOR INFORMING FISHERIES MANAGEMENT. WE CROSSED SCENARIOS OF TEMPERATURE AND FOOD TO GENERATE QUANTITATIVE MAPS OF SELECTED MECHANISTIC MODEL OUTCOMES (E.G., MAXIMUM LENGTH AND TOTAL REPRODUCTIVE OUTPUT). THESE RESULTS HIGHLIGHT CHANGING PATTERNS OF SOURCE AND SINK SPAWNING AREAS AS WELL AS THE INCIDENCE OF REPRODUCTIVE FAILURE. THIS STUDY DEMONSTRATES THAT MODEL PREDICTIONS BASED ON FUNCTIONAL TRAITS CAN REDUCE THE DEGREE OF UNCERTAINTY WHEN FORECASTING FUTURE TRENDS OF FISH STOCKS. HOWEVER, TO BE EFFECTIVE THEY MUST BE BASED ON HIGH SPATIAL- AND TEMPORAL RESOLUTION ENVIRONMENTAL DATA. SUCH A SENSITIVE AND SPATIALLY EXPLICIT PREDICTIVE APPROACH MAY BE USED TO INFORM MORE EFFECTIVE ADAPTIVE MANAGEMENT STRATEGIES OF RESOURCES IN NOVEL CLIMATIC CONDITIONS.",10.3389/fmars.2020.00408,1.0
"Niche Modelling Of The Potential Distribution Of The Egyptian Vulture Neophron Percnopterus During Summer And Winter In Iran, To Identify Gaps In Protected Area Coverage","AN ANALYSIS OF THE EXTENT OF OVERLAP BETWEEN HABITATS OF THE EGYPTIAN VULTURE NEOPHRON PERCNOPTERUS DURING SUMMER AND WINTER IN IRAN, AND IRANIAN PROTECTED AREAS, DISCOVERED SLIGHT OVERLAP BETWEEN THE TWO. OUR STUDY AIMED TO SURVEY SUITABLE HABITATS OF THE EGYPTIAN VULTURE DURING SUMMER AND WINTER IN IRAN USING MAXENT, A SPECIES DISTRIBUTION MODELLING METHOD, AND COMPARE THE RESULTS WITH THE LOCATIONS AND SPAN OF PROTECTED AREAS. MODEL FITNESS WAS ASSESSED USING THE AREA UNDER THE ROC-PLOT AND TRUE SKILL STATISTICS. WE FOUND THAT HABITAT SUITABILITY IN IRAN VARIES FOR THE EGYPTIAN VULTURE DURING SUMMER AND WINTER. SUMMER VISITORS ARE SCATTERED IN THE NORTH AND WEST OF IRAN, CONCENTRATED ALONG THE ZAGROS AND ALBORZ MOUNTAIN RANGES. WINTER VISITORS AND RESIDENTS ARE SCATTERED IN COASTAL AREAS IN THE SOUTH. HABITAT PROTECTION FOR WINTER VISITORS WAS THE GREATEST, WITH 10% OF SUITABLE HABITAT COVERED, WHILE LESS THAN 10% OF SUITABLE HABITAT FOR RESIDENTS AND SUMMER VISITORS FELL WITHIN PROTECTED AREAS. THE EGYPTIAN VULTURE IS CATEGORISED AS 'ENDANGERED' ON THE IUCN RED LIST. DIFFERENT ENVIRONMENTAL FACTORS INFLUENCE THE SUITABILITY OF HABITAT FOR THE SPECIES. WHILE SOME FACTORS SUCH AS NDVI AND ANTHROPOGENIC DISTURBANCE INFLUENCE ALL VISITORS IN A SIMILAR WAY, THE EFFECTS OF OTHERS SUCH AS ELEVATION AND DISTANCE FROM PROTECTED AREAS VARY FOR SUMMER AND WINTER VISITORS. SINCE DESIGNATION OF PROTECTED AREAS IN IRAN IS MAINLY DETERMINED BY THE DISTRIBUTION OF MAMMAL SPECIES, PROTECTION OF BIRD HABITATS IS OFTEN OVERLOOKED. SUITABLE HABITAT FOR THE SPECIES SHOULD BE CONSIDERED WHEN SELECTING PROTECTED AREAS IN FUTURE.",10.1017/S0959270918000278,0.0
Designing Mpas For Food Security In Open-access Fisheries,"FOOD SECURITY REMAINS A PRINCIPAL CHALLENGE IN THE DEVELOPING TROPICS WHERE COMMUNITIES RELY HEAVILY ON MARINE-BASED PROTEIN. WHILE SOME IMPROVEMENTS IN FISHERIES MANAGEMENT HAVE BEEN MADE IN THESE REGIONS, A LARGE FRACTION OF COASTAL FISHERIES REMAIN UNMANAGED, MISMANAGED, OR USE ONLY CRUDE INPUT CONTROLS. THESE QUASI-OPEN-ACCESS CONDITIONS OFTEN LEAD TO SEVERE OVERFISHING, DEPLETED STOCKS, AND COMPROMISED FOOD SECURITY. A POSSIBLE FISHERY MANAGEMENT APPROACH IN THESE INSTITUTION-POOR SETTINGS IS TO IMPLEMENT FULLY PROTECTED MARINE PROTECTED AREAS (MPAS). ALTHOUGH THE PRIMARY PUSH FOR MPAS HAS BEEN TO SOLVE THE CONSERVATION PROBLEMS THAT ARISE FROM MISMANAGEMENT, MPAS CAN ALSO BENEFIT FISHERIES BEYOND THEIR BORDERS. THE LITERATURE HAS NOT COMPLETELY CHARACTERIZED HOW TO DESIGN MPAS UNDER DIVERSE ECOLOGICAL AND ECONOMIC CONDITIONS WHEN FOOD SECURITY IS THE OBJECTIVE. WE INTEGRATED FOUR KEY BIOLOGICAL AND ECONOMIC VARIABLES (I.E., FISH POPULATION GROWTH RATE, FISH MOBILITY, FISH PRICE, AND FISHING COST) AS WELL AS AN IMPORTANT ASPECT OF RESERVE DESIGN (MPA SIZE) INTO A GENERAL MODEL AND DETERMINED THEIR COMBINED INFLUENCE ON FOOD SECURITY WHEN MPAS ARE IMPLEMENTED IN AN OPEN-ACCESS SETTING. WE EXPLICITLY MODELED OPEN-ACCESS CONDITIONS THAT ACCOUNT FOR THE BEHAVIORAL RESPONSE OF FISHERS TO THE MPA; THIS APPROACH IS DISTINCT FROM MUCH OF THE LITERATURE THAT FOCUSES ON ASSUMPTIONS OF ""SCORCHED EARTH"" (I.E., SEVERE OVER-FISHING), OPTIMIZED MANAGEMENT, OR AN ARBITRARILY DEFINED FISHING MORTALITY OUTSIDE THE MPA'S BOUNDARIES. WE FOUND THAT THE MPA SIZE THAT OPTIMIZES CATCH DEPENDS STRONGLY ON ECONOMIC VARIABLES. LARGE MPAS OPTIMIZE CATCH FOR SPECIES HEAVILY HARVESTED FOR THEIR HIGH VALUE AND/OR LOW HARVESTING COST, WHILE SMALL MPAS OR NO CLOSURE ARE BEST FOR SPECIES LIGHTLY HARVESTED FOR THEIR LOW VALUE AND HIGH HARVESTING COST. CONTRARY TO PREVIOUS THEORETICAL EXPECTATIONS, BOTH HIGH AND LOW MOBILITY SPECIES ARE EXPECTED TO EXPERIENCE CONSERVATION BENEFITS FROM PROTECTION, ALTHOUGH, AS SHOWN PREVIOUSLY, GREATER CONSERVATION BENEFITS ARE EXPECTED FOR LOW MOBILITY SPECIES. FOOD SECURITY BENEFITS FROM MPAS CAN BE OBTAINED FROM SPECIES OF ANY MOBILITY. RESULTS DELIVER BOTH QUALITATIVE INSIGHTS AND QUANTITATIVE GUIDANCE FOR DESIGNING MPAS FOR FOOD SECURITY IN OPEN-ACCESS FISHERIES.",10.1038/s41598-019-44406-w,1.0
